Restaurant_Name,Web_Link,Locality,Ratings_out_of_5,Cuisines,Charges_for_two,alcohol,dance,veg,pet,music,valet,buffet,vegan,rooftop,sugarfree,takeawayonly
The Mad Hatter,https://www.zomato.com/pune/the-mad-hatter-wanowrie,Wanowrie,3.2,"Fast Food, Rolls",250,0,0,0,0,0,0,0,0,0,0,0
Gauri's Resto & Kitchen,https://www.zomato.com/pune/gauris-resto-kitchen-wanowrie,Wanowrie,2.8,"North Indian, Chinese, South Indian",600,0,0,0,0,0,0,0,0,0,0,0
The Muscle Hustle,https://www.zomato.com/pune/the-muscle-hustle-wakad,Wakad,3.3,"Healthy Food, Beverages, Salad, Burger",,0,0,0,0,0,0,0,0,0,0,0
My Cake Story,https://www.zomato.com/pune/my-cake-story-wakad,Wakad,3.3,Bakery,,0,0,0,0,0,0,0,0,0,0,0
Sadapurna Puranpoli,https://www.zomato.com/pune/sadapurna-puranpoli-pimple-gurav,Pimple Gurav,3.2,Maharashtrian,150,0,0,1,0,0,0,0,0,0,0,0
Juice World,https://www.zomato.com/pune/juice-world-hadapsar,Hadapsar,0,Beverages,100,0,0,0,0,0,0,0,0,0,0,0
Cafe Aaddiction,https://www.zomato.com/pune/cafe-aaddiction-kalyani-nagar,Kalyani Nagar,3.2,"Beverages, Sandwich, Burger, Ice Cream",300,0,0,0,0,0,0,0,0,0,0,0
Creamy'Nuts,https://www.zomato.com/pune/creamynuts-kondhwa,Kondhwa,3,"Cafe, Fast Food",350,0,0,0,0,0,0,0,0,0,0,0
The Naidu's,https://www.zomato.com/pune/the-naidus-wagholi,Wagholi,0,South Indian,,0,0,0,0,0,0,0,0,0,0,0
Hotel Motel,https://www.zomato.com/pune/hotel-motel-kondhwa,Kondhwa,3.1,"Chinese, Biryani",250,0,0,0,0,0,0,0,0,0,0,0
Kitchen Family Restaurant,https://www.zomato.com/pune/kitchen-family-restaurant-akurdi,Akurdi,3.1,"North Indian, Chinese, Kebab",750,0,0,0,0,0,0,0,0,0,0,0
Family Night Pizza,https://www.zomato.com/pune/family-night-pizza-lohegaon,Lohegaon,3,Pizza,300,0,0,0,0,0,0,0,0,0,0,0
La Moreish,https://www.zomato.com/pune/la-moreish-kondhwa,Kondhwa,0,Desserts,200,0,0,1,0,0,0,0,0,0,0,0
Hotel Malhar,https://www.zomato.com/pune/hotel-malhar-1-hadapsar,Hadapsar,0,"Chinese, North Indian",450,0,0,1,0,0,0,0,0,0,0,0
Pokket Cafe,https://www.zomato.com/pune/pokket-cafe-2-pimple-gurav,Pimple Gurav,3.6,"Beverages, Cafe, Fast Food",150,0,0,0,0,0,0,0,0,0,0,0
Hotel Shahabag,https://www.zomato.com/pune/hotel-shahabag-1-shivapur,Shivapur,0,Maharashtrian,700,0,0,0,0,0,0,0,0,0,0,0
Sunrise Cafe,https://www.zomato.com/pune/sunrise-cafe-kondhwa,Kondhwa,3.2,"Fast Food, Chinese, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Inamddar's Kitchen,https://www.zomato.com/pune/inamddars-kitchen-dhanori,Dhanori,0,Biryani,,0,0,0,0,0,0,0,0,0,0,0
Cafe Katta,https://www.zomato.com/pune/cafe-katta-lohegaon,Lohegaon,3,"Fast Food, Beverages",300,0,0,1,0,0,0,0,0,0,0,0
Balaji Foods,https://www.zomato.com/pune/balaji-foods-wanowrie,Wanowrie,3.1,North Indian,200,0,0,0,0,0,0,0,0,0,0,0
AAZMI,https://www.zomato.com/pune/aazmi-pimple-gurav,Pimple Gurav,0,Fast Food,400,0,0,0,0,0,0,0,0,0,0,0
Dimdoo,https://www.zomato.com/pune/dimdoo-wagholi,Wagholi,0,Fast Food,200,0,0,0,0,0,0,0,0,0,0,0
Biriyani Buddies,https://www.zomato.com/pune/biriyani-buddies-sinhgad-road,Sinhgad Road,3.4,"Awadhi, Biryani, Kebab, Lucknowi, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Chinese  Corner,https://www.zomato.com/pune/chinese-corner-pimple-nilakh,Pimple Nilakh,3.3,Chinese,400,0,0,0,0,0,0,0,0,0,0,0
Dragon In,https://www.zomato.com/pune/dragon-in-hinjawadi,Hinjawadi,0,Chinese,200,0,0,0,0,0,0,0,0,0,0,0
Desi Kitchen,https://www.zomato.com/pune/desi-kitchen-pimple-gurav,Pimple Gurav,3.3,Maharashtrian,500,0,0,0,0,0,0,0,0,0,0,0
Manmohan Panipuri,https://www.zomato.com/pune/manmohan-panipuri-shukrawar-peth,Shukrawar Peth,3.2,Street Food,200,0,0,0,0,0,0,0,0,0,0,1
Shivkamal Resto,https://www.zomato.com/pune/shivkamal-resto-karve-nagar,Karve Nagar,0,"North Indian, Chinese, Seafood",800,0,0,0,0,0,0,0,0,0,0,0
Wake N' Bake,https://www.zomato.com/pune/wake-n-bake-kothrud,Kothrud,2.9,"Fast Food, North Indian, Chinese",,0,0,0,0,0,0,0,0,0,0,0
The Bistro,https://www.zomato.com/pune/the-bistro-bt-kawade-road,B.T. Kawade Road,3.1,Street Food,200,0,0,1,0,0,0,0,0,0,0,0
Royal Rasoi,https://www.zomato.com/pune/royal-rasoi-pimple-nilakh,Pimple Nilakh,0,"North Indian, Biryani, Chinese, Seafood",,0,0,0,0,0,0,0,0,0,0,0
The Egg Corner,https://www.zomato.com/pune/the-egg-corner-1-camp-area,Camp Area,3.2,Fast Food,200,0,0,0,0,0,0,0,0,0,0,0
Ruchkar Foods,https://www.zomato.com/pune/ruchkar-foods-shukrawar-peth,Shukrawar Peth,0,Fast Food,,0,0,0,0,0,0,0,0,0,0,0
Achu's Kitchen,https://www.zomato.com/pune/achus-kitchen-bhosari,Bhosari,3.3,"North Indian, Kerala",400,0,0,0,0,0,0,0,0,0,0,0
Versha's Kitchen,https://www.zomato.com/pune/vershas-kitchen-lohegaon,Lohegaon,0,"North Indian, Salad, Sandwich, Wraps",,0,0,1,0,0,0,0,0,0,0,0
NutriKnock Pvt. Ltd.,https://www.zomato.com/pune/nutriknock-pvt-ltd-hadapsar,Hadapsar,0,"North Indian, Maharashtrian, South Indian",,0,0,1,0,0,0,0,0,0,0,0
Bollywood Cafe,https://www.zomato.com/pune/bollywood-cafe-chakan,Chakan,0,"North Indian, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Anna's Den,https://www.zomato.com/pune/annas-den-salunkhe-vihar-road,Salunkhe Vihar Road,0,South Indian,250,0,0,0,0,0,0,0,0,0,0,0
Prince Family Restaurant,https://www.zomato.com/pune/prince-family-restaurant-1-camp-area,Camp Area,0,"Chinese, North Indian",400,0,0,0,0,0,0,0,0,0,0,0
Hotel Khandeshi Thaat,https://www.zomato.com/pune/hotel-khandeshi-thaat-wagholi,Wagholi,0,Maharashtrian,200,0,0,1,0,0,0,0,0,0,0,0
The Foodies Katta,https://www.zomato.com/pune/the-foodies-katta-kothrud,Kothrud,3.3,"Cafe, Fast Food, Street Food",250,0,0,1,0,0,0,0,0,0,0,0
Desi Chowpati,https://www.zomato.com/pune/desi-chowpati-baner,Baner,3,"Street Food, Chinese",350,0,0,0,0,0,0,0,0,0,0,0
Night Byte At Hot Box,https://www.zomato.com/pune/night-byte-at-hot-box-katraj,Wanowrie Kondhwa Area,2.7,"North Indian, Chinese, Fast Food",,0,0,0,0,0,0,0,0,0,0,0
Hotel Aaswad,https://www.zomato.com/pune/hotel-aaswad-wadgaon-sheri,Wadgaon Sheri,3,"Biryani, North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Bachelor's Kitchen,https://www.zomato.com/pune/bachelors-kitchen-bavdhan,Bavdhan,0,"North Indian, Fast Food, Beverages",300,0,0,1,0,0,0,0,0,0,0,0
Abbas Chinese Junction,https://www.zomato.com/pune/abbas-chinese-junction-yerawada,Yerawada,0,Chinese,400,0,0,0,0,0,0,0,0,0,0,0
STES Canteen,https://www.zomato.com/pune/stes-canteen-kondhwa,Kondhwa,0,"Street Food, South Indian, North Indian, Chinese",250,0,0,0,0,0,0,0,0,0,0,0
Radhika Biryani House,https://www.zomato.com/pune/radhika-biryani-house-kalyani-nagar,Kalyani Nagar,0,North Indian,400,0,0,0,0,0,0,0,0,0,0,0
Kanha Cafe,https://www.zomato.com/pune/kanha-cafe-shukrawar-peth,Shukrawar Peth,0,"North Indian, South Indian, Chinese, Fast Food",200,0,0,1,0,0,0,0,0,0,0,0
Hotel Rajlakshmi Family Restaurants,https://www.zomato.com/pune/hotel-rajlakshmi-family-restaurants-narhe,Narhe,2.9,"North Indian, Chinese",600,0,0,0,0,0,0,0,0,0,0,0
New India Sweet House,https://www.zomato.com/pune/new-india-sweet-house-rasta-peth,Rasta Peth,0,Mithai,400,0,0,1,0,0,0,0,0,0,0,0
Kalawati's Kitchen,https://www.zomato.com/pune/kalawatis-kitchen-pashan,Pashan,3.2,"North Indian, South Indian, Chinese",,0,0,0,0,0,0,0,0,0,0,0
B-Kwik,https://www.zomato.com/pune/b-kwik-dhole-patil-road,Dhole Patil Road,2.9,"Chinese, Indian, North Indian, Mughlai",,0,0,0,0,0,0,0,0,0,0,0
Shivraje Chinese,https://www.zomato.com/pune/shivraje-chinese-kharadi,Kharadi,3.1,Chinese,300,0,0,0,0,0,0,0,0,0,0,0
Indira,https://www.zomato.com/pune/indira-vishrantwadi,Vishrantwadi,0,"Desserts, Ice Cream",150,0,0,1,0,0,0,0,0,0,0,0
New Rasilee,https://www.zomato.com/pune/new-rasilee-camp-area,Camp Area,3.3,"Chinese, North Indian",350,0,0,0,0,0,0,0,0,0,0,0
The Chat House,https://www.zomato.com/pune/the-chat-house-hadapsar,Hadapsar,3,"Street Food, Chinese",150,0,0,0,0,0,0,0,0,0,0,0
Akii's Cafe,https://www.zomato.com/pune/akiis-cafe-dhankawadi,Dhankawadi,3.1,"Cafe, Fast Food",300,0,0,1,0,0,0,0,0,0,0,0
Red Peonies,https://www.zomato.com/pune/red-peonies-swargate,Swargate,0,Desserts,,0,0,0,0,0,0,0,0,0,0,0
Cake Talk With Chinmayi,https://www.zomato.com/pune/cake-talk-with-chinmayi-hadapsar,Hadapsar,3.1,"Bakery, Desserts",,0,0,0,0,0,0,0,0,0,0,1
Hotel Bhandary,https://www.zomato.com/pune/hotel-bhandary-chinchwad,Chinchwad,0,"Chinese, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Hotel Changbhal,https://www.zomato.com/pune/hotel-changbhal-chinchwad,Chinchwad,0,North Indian,500,0,0,0,0,0,0,0,0,0,0,0
Ki & Ka Kafe,https://www.zomato.com/pune/ki-ka-kafe-hadapsar,Hadapsar,0,"Fast Food, Beverages",400,0,0,0,0,0,0,0,0,0,0,0
Binge 'O' Clock,https://www.zomato.com/pune/binge-o-clock-hadapsar,Hadapsar,3.2,"Continental, Italian",,0,0,0,0,0,0,0,0,0,0,0
Cafe Sahil,https://www.zomato.com/pune/cafe-sahil-camp-area,Camp Area,0,Fast Food,200,0,0,0,0,0,0,0,0,0,0,0
Hotel Swaad,https://www.zomato.com/pune/hotel-swaad-shivapur,Shivapur,0,North Indian,500,0,0,0,0,0,0,0,0,0,0,0
Neo's Cafe,https://www.zomato.com/pune/neos-cafe-erandwane,Erandwane,3.3,Chinese,400,0,0,0,0,0,0,0,0,0,0,0
Stonarc Garden Restaurant,https://www.zomato.com/pune/stonarc-garden-restaurant-chakan,Chakan,3.2,"North Indian, Chinese",600,0,0,0,0,0,0,0,0,1,0,0
House of Biryani,https://www.zomato.com/pune/house-of-biryani-1-viman-nagar,KP and Kalyani,3.2,Biryani,,0,0,0,0,0,0,0,0,0,0,0
On The Grill,https://www.zomato.com/pune/on-the-grill-1-balewadi,Balewadi,3,"Pizza, Sandwich, Burger, Desserts",500,0,0,0,0,0,0,0,0,0,0,0
Radha Raman,https://www.zomato.com/pune/radha-raman-1-senapati-bapat-road,Senapati Bapat Road,3.2,"North Indian, Chinese",300,0,0,1,0,0,0,0,0,0,0,0
Amrut Sweets,https://www.zomato.com/pune/amrut-sweets-khadki,Khadki,3.1,"Mithai, Street Food",250,0,0,1,0,0,0,0,0,0,0,1
Suyog Inn,https://www.zomato.com/pune/suyog-inn-hadapsar,Hadapsar,0,"Bengali, Biryani, Chinese, South Indian, North Indian",750,0,0,0,0,0,0,0,0,0,0,0
Panchshil,https://www.zomato.com/pune/panchshil-chinchwad,Chinchwad,0,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Sugran-Ess,https://www.zomato.com/pune/sugran-ess-bavdhan,Bavdhan,3.2,"North Indian, Maharashtrian",400,0,0,0,0,0,0,0,0,0,0,0
Bawri,https://www.zomato.com/pune/bawri-chinchwad,Chinchwad,0,Rajasthani,,0,0,1,0,0,0,0,0,0,0,0
BunKababs,https://www.zomato.com/pune/bunkababs-viman-nagar,Viman Nagar,0,Kebab,200,0,0,0,0,0,0,0,0,0,0,0
Hotel Rudra,https://www.zomato.com/pune/hotel-rudra-shivapur,Shivapur,0,"Chinese, Fast Food, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Hotel Ranapratap,https://www.zomato.com/pune/hotel-ranapratap-mundhwa,Mundhwa,0,"Street Food, Chinese",200,0,0,0,0,0,0,0,0,0,0,0
Sonai Restaurant,https://www.zomato.com/pune/sonai-restaurant-wagholi,Wagholi,3.1,"North Indian, Chinese",700,0,0,0,0,0,0,0,0,0,0,0
Hotel Rakesh & Snack Centre,https://www.zomato.com/pune/hotel-rakesh-snack-centre-wadgaon-sheri,Wadgaon Sheri,2.9,Fast Food,250,0,0,0,0,0,0,0,0,0,0,0
Burger House,https://www.zomato.com/pune/burger-house-wagholi,Wagholi,2.8,Fast Food,300,0,0,0,0,0,0,0,0,0,0,0
Rolls Magic,https://www.zomato.com/pune/rolls-magic-wagholi,Wagholi,3.1,Rolls,,0,0,0,0,0,0,0,0,0,0,0
Nik's,https://www.zomato.com/pune/niks-hinjawadi,Hinjawadi,3.3,North Indian,250,0,0,1,0,0,0,0,0,0,0,0
Rajasthani Tadka,https://www.zomato.com/pune/rajasthani-tadka-hinjawadi,Hinjawadi,0,"Rajasthani, Fast Food",400,0,0,0,0,0,0,0,0,0,0,0
Hotel Rakesh & Snack Centre,https://www.zomato.com/pune/hotel-rakesh-snack-centre-1-wadgaon-sheri,Wadgaon Sheri,0,"Fast Food, Street Food, North Indian",200,0,0,1,0,0,0,0,0,0,0,0
Hotel Nivant,https://www.zomato.com/pune/hotel-nivant-pimpri,Pimpri,3.3,"North Indian, Chinese",350,0,0,0,0,0,0,0,0,0,0,0
Ghar Ka Khana,https://www.zomato.com/pune/ghar-ka-khana-ravet,Pimpri Chinchwad Area,0,Maharashtrian,,0,0,1,0,0,0,0,0,0,0,0
Sivaaj Snacks,https://www.zomato.com/pune/sivaaj-snacks-vishrantwadi,Vishrantwadi,3,Street Food,200,0,0,0,0,0,0,0,0,0,0,0
CtrlShiftEat,https://www.zomato.com/pune/ctrlshifteat-wagholi,Wagholi,0,"Healthy Food, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Cafe Crimica,https://www.zomato.com/pune/cafe-crimica-pimple-gurav,Pimple Gurav,3.4,"Beverages, Fast Food",150,0,0,1,0,0,0,0,0,0,0,0
South Indian Crave Hub,https://www.zomato.com/pune/south-indian-crave-hub-hinjawadi,Hinjawadi,0,"South Indian, Andhra",350,0,0,0,0,0,0,0,0,0,0,0
Rajgad Chinese Center,https://www.zomato.com/pune/rajgad-chinese-center-shivapur,Shivapur,0,Chinese,350,0,0,1,0,0,0,0,0,0,0,0
Chatakdar,https://www.zomato.com/pune/chatakdar-bibvewadi,Bibvewadi,3.2,Street Food,200,0,0,0,0,0,0,0,0,0,0,0
Noble Bake House,https://www.zomato.com/pune/noble-bake-house-wanowrie,Wanowrie,0,Bakery,300,0,0,0,0,0,0,0,0,0,0,0
Maya's Kitchen,https://www.zomato.com/pune/mayas-kitchen-wanowrie,Wanowrie,0,"North Indian, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Pik-A-Meal,https://www.zomato.com/pune/pik-a-meal-east-street,East Street,0,"Fast Food, Street Food",250,0,0,0,0,0,0,0,0,0,0,0
Snack Shack,https://www.zomato.com/pune/snack-shack-chinchwad,Chinchwad,0,"South Indian, Fast Food",150,0,0,0,0,0,0,0,0,0,0,0
The Food At Park View,https://www.zomato.com/pune/the-food-at-park-view-kharadi,Kharadi,0,North Indian,500,0,0,0,0,0,0,0,0,0,0,0
Hotel Sarjaa,https://www.zomato.com/pune/hotel-sarjaa-chinchwad,Chinchwad,3.4,"Maharashtrian, North Indian",350,0,0,0,0,0,0,0,0,0,0,0
Hotel Yadav,https://www.zomato.com/pune/hotel-yadav-magarpatta,Magarpatta,3.1,North Indian,350,0,0,0,0,0,0,0,0,0,0,0
Shri Balaji Pure Veg,https://www.zomato.com/pune/shri-balaji-pure-veg-shivapur,Shivapur,0,"North Indian, Chinese, Ice Cream",500,0,0,1,0,0,0,0,0,0,0,0
Red Spice family resto,https://www.zomato.com/pune/red-spice-family-resto-sinhgad-road,Sinhgad Road,3,Chinese,550,0,0,0,0,0,0,0,0,0,0,0
Bakhtar Caterers - Biryani House,https://www.zomato.com/pune/bakhtar-caterers-biryani-house-camp-area,Camp Area,3.1,Biryani,250,0,0,0,0,0,0,0,0,0,0,0
Hotel Lokseva,https://www.zomato.com/pune/hotel-lokseva-pimple-saudagar,Pimple Saudagar,0,Maharashtrian,450,0,0,0,0,0,0,0,0,0,0,0
Pick N Eat,https://www.zomato.com/pune/pick-n-eat-kothrud,Kothrud,0,"South Indian, Maharashtrian",,0,0,0,0,0,0,0,0,0,0,1
Balgude Tiffin,https://www.zomato.com/pune/balgude-tiffin-dhankawadi,Dhankawadi,3.2,Maharashtrian,,0,0,0,0,0,0,0,0,0,0,0
Hotel Marathashahi,https://www.zomato.com/pune/hotel-marathashahi-mundhwa,Mundhwa,0,"Maharashtrian, North Indian, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Maharashtrian Zaika,https://www.zomato.com/pune/maharashtrian-zaika-wadgaon-sheri,Wadgaon Sheri,0,Maharashtrian,300,0,0,0,0,0,0,0,0,0,0,0
Olive & Spices,https://www.zomato.com/pune/olive-spices-lonavala,Lonavala,0,"North Indian, Chinese, Continental",1300,0,0,0,0,0,0,0,0,0,0,0
Puneri Jhatka,https://www.zomato.com/pune/puneri-jhatka-kondhwa,Kondhwa,3.1,"Street Food, Ice Cream",200,0,0,0,0,0,0,0,0,0,0,0
Hotel Mahadev,https://www.zomato.com/pune/hotel-mahadev-kharadi,Kharadi,0,"Chinese, North Indian, South Indian",500,0,0,0,0,0,0,0,0,0,0,0
Perubaug Restarant,https://www.zomato.com/pune/perubaug-restarant-mundhwa,Mundhwa,0,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Meera Refreshment,https://www.zomato.com/pune/meera-refreshment-pimpri,Pimpri,0,"Desserts, Ice Cream",250,0,0,1,0,0,0,0,0,0,0,0
The Big O Pizza,https://www.zomato.com/pune/the-big-o-pizza-shivaji-nagar,Shivaji Nagar,3.2,"North Indian, Italian, Fast Food, Street Food",500,0,0,0,0,0,0,0,0,0,0,0
Pakwaan,https://www.zomato.com/pune/pakwaan-1-kothrud,Kothrud,0,"Fast Food, South Indian",250,0,0,1,0,0,0,0,0,0,0,0
Creamy Berg,https://www.zomato.com/pune/creamy-berg-1-viman-nagar,Viman Nagar,3.2,"Ice Cream, Desserts",300,0,0,0,0,0,0,0,0,0,0,0
Dhinchak Dabba,https://www.zomato.com/pune/dhinchak-dabba-budhwar-peth,Budhwar Peth,3,Maharashtrian,,0,0,0,0,0,0,0,0,0,0,0
Hotel Jaybhavani,https://www.zomato.com/pune/hotel-jaybhavani-pune-solapur-road,Pune-Solapur Road,0,North Indian,400,0,0,0,0,0,0,0,0,0,0,0
Star Of India Restaurant,https://www.zomato.com/pune/star-of-india-restaurant-khadki,Khadki,0,"North Indian, South Indian",200,0,0,1,0,0,0,0,0,0,0,0
S&B Snacks Center,https://www.zomato.com/pune/s-b-snacks-center-pimpri,Pimpri,0,Chinese,250,0,0,0,0,0,0,0,0,0,0,0
Shree Vadewale,https://www.zomato.com/pune/shree-vadewale-shivapur,Shivapur,0,Street Food,150,0,0,1,0,0,0,0,0,0,0,0
Chill Zone Cafe,https://www.zomato.com/pune/chill-zone-cafe-sinhgad-road,Sinhgad Road,0,"Fast Food, Bakery, Desserts",200,0,0,0,0,0,0,0,0,0,0,0
Tulsi Sweets,https://www.zomato.com/pune/tulsi-sweets-hadapsar,Hadapsar,0,Mithai,150,0,0,0,0,0,0,0,0,0,0,1
Zaika Veg,https://www.zomato.com/pune/zaika-veg-parvati,Parvati,0,Maharashtrian,150,0,0,1,0,0,0,0,0,0,0,0
Shree Resto,https://www.zomato.com/pune/shree-resto-yerawada,Yerawada,3.5,"South Indian, North Indian, Chinese",300,0,0,0,0,0,0,0,0,0,0,0
Vyanjan,https://www.zomato.com/pune/vyanjan-karve-nagar,Karve Nagar,0,Maharashtrian,150,0,0,1,0,0,0,0,0,0,0,0
Hotel Shantai Garden,https://www.zomato.com/pune/hotel-shantai-garden-dehu-road,Dehu Road,0,Maharashtrian,500,0,0,0,0,0,0,0,0,0,0,0
Satvik Restaurant,https://www.zomato.com/pune/satvik-restaurant-dehu-road,Dehu Road,0,"North Indian, Maharashtrian",450,0,0,0,0,0,0,0,0,0,0,0
Hotel Maithali,https://www.zomato.com/pune/hotel-maithali-bhosari,Bhosari,0,"North Indian, Chinese",500,0,0,0,0,0,0,0,0,0,0,0
Kalpak Bhel,https://www.zomato.com/pune/kalpak-bhel-1-wanowrie,Wanowrie,2.9,"Street Food, Ice Cream",150,0,0,0,0,0,0,0,0,0,0,0
Grillers,https://www.zomato.com/grillers,Pimpri Chinchwad Area,3,"Healthy Food, Fast Food",,0,0,0,0,0,0,0,0,0,0,0
Hari Prasad,https://www.zomato.com/pune/hari-prasad-shivapur,Shivapur,0,Street Food,200,0,0,0,0,0,0,0,0,0,0,0
Shree Prasad Bhel,https://www.zomato.com/pune/amrut-bhel-shivapur,Shivapur,0,Street Food,200,0,0,1,0,0,0,0,0,0,0,0
Shah Chinese Corner,https://www.zomato.com/pune/shah-chinese-corner-viman-nagar,Viman Nagar,3.2,Chinese,400,0,0,0,0,0,0,0,0,0,0,0
Cafe Tea & Talks,https://www.zomato.com/pune/cafe-tea-talks-kondhwa,Kondhwa,3,"Tea, Street Food",200,0,0,0,0,0,0,0,0,0,0,0
Hotel Park,https://www.zomato.com/pune/hotel-park-dhankawadi,Dhankawadi,3,"North Indian, Chinese",400,0,0,0,0,0,0,0,0,0,0,0
Bhook,https://www.zomato.com/pune/bhook-bavdhan,Bavdhan,3.2,"Fast Food, North Indian",,0,0,0,0,0,0,0,0,0,0,0
Cafe Panaroma,https://www.zomato.com/pune/cafe-panaroma-1-mundhwa,Mundhwa,0,North Indian,,0,0,0,0,0,0,0,0,0,0,0
Hotel Kasanova Inn,https://www.zomato.com/pune/hotel-kasanova-inn-dehu-road,Dehu Road,0,"North Indian, Chinese, Mangalorean",600,0,0,0,0,0,0,0,0,0,0,0
Hotel Pavna,https://www.zomato.com/pune/hotel-pavna-dehu-road,Dehu Road,0,"North Indian, Maharashtrian",500,0,0,0,0,0,0,1,0,0,0,0
Hotel Veg Corner,https://www.zomato.com/pune/hotel-veg-corner-hadapsar,Hadapsar,0,North Indian,400,0,0,0,0,0,0,0,0,0,0,0
Clove's Biryani,https://www.zomato.com/pune/cloves-biryani-kalyani-nagar,Kalyani Nagar,2.9,Biryani,350,0,0,0,0,0,0,0,0,0,0,0
Hotel Ashirwad,https://www.zomato.com/pune/hotel-ashirwad-1-pimple-gurav,Pimple Gurav,2.9,"Chinese, North Indian",500,0,0,0,0,0,0,0,0,0,0,0
Rajasthani Dhaba,https://www.zomato.com/pune/rajasthani-dhaba-nigdi,Nigdi,0,Rajasthani,300,0,0,0,0,0,0,0,0,0,0,0
Midnight Biryani Express,https://www.zomato.com/pune/midnight-biryani-express-kharadi,Kharadi,3.1,Biryani,400,0,0,0,0,0,0,0,0,0,0,0
A Sweet Affair,https://www.zomato.com/pune/a-sweet-affair-hinjawadi,Hinjawadi,3.3,"Bakery, Desserts",250,0,0,0,0,0,0,0,0,0,0,0
Shrinathji Icecream,https://www.zomato.com/pune/shrinathji-icecream-shivane,Shivane,0,Ice Cream,150,0,0,1,0,0,0,0,0,0,0,1
Sugar Plum,https://www.zomato.com/pune/sugar-plum-viman-nagar,Viman Nagar,0,Bakery,,0,0,0,0,0,0,0,0,0,0,0
Hotel Chandrakant,https://www.zomato.com/pune/hotel-chandrakant-kothrud,Kothrud,0,"North Indian, Street Food, Fast Food",200,0,0,1,0,0,0,0,0,0,0,0
Hotel Siddharth,https://www.zomato.com/pune/hotel-siddharth-sinhgad-road,Sinhgad Road,0,"North Indian, Chinese",350,0,0,0,0,0,0,0,0,0,0,0
Aaswad,https://www.zomato.com/pune/aaswad-parvati,Parvati,0,Fast Food,250,0,0,1,0,0,0,0,0,0,0,0
Tabre Paw Bhaji,https://www.zomato.com/pune/tabre-paw-bhaji-parvati,Parvati,0,Street Food,250,0,0,1,0,0,0,0,0,0,0,0
Swanand,https://www.zomato.com/pune/swanand-parvati,Parvati,0,"Fast Food, Maharashtrian",300,0,0,1,0,0,0,0,0,0,0,0
Hotel Natraj,https://www.zomato.com/pune/hotel-natraj-shivapur,Shivapur,0,"Chinese, North Indian, South Indian",400,0,0,0,0,0,0,0,0,0,0,0
Hotel Shri Sai,https://www.zomato.com/pune/hotel-shri-sai-bt-kawade-road,B.T. Kawade Road,0,"North Indian, South Indian",200,0,0,0,0,0,0,0,0,0,0,0
Hotel Sahyadri,https://www.zomato.com/pune/hotel-sahyadri-shivapur,Shivapur,0,"North Indian, Chinese",550,0,0,0,0,0,0,0,0,0,0,0
Ravi's Kitchen,https://www.zomato.com/pune/ravis-kitchen-bibvewadi,Bibvewadi,2.9,"Fast Food, South Indian, Chinese",150,0,0,0,0,0,0,0,0,0,0,0
Shree Ganesh Snacks And Fast Food,https://www.zomato.com/pune/shree-ganesh-snacks-and-fast-food-vishrantwadi,Vishrantwadi,3.4,"Street Food, North Indian",150,0,0,0,0,0,0,0,0,0,0,1
Tejal,https://www.zomato.com/pune/tejal-dhankawadi,Dhankawadi,0,Fast Food,100,0,0,0,0,0,0,0,0,0,0,0
Hotel Samadhan,https://www.zomato.com/pune/hotel-samadhan-satara-road,Satara Road,3.1,North Indian,250,0,0,0,0,0,0,0,0,0,0,0
Hotel Sukhad,https://www.zomato.com/pune/hotel-sukhad-satara-road,Satara Road,0,"Maharashtrian, South Indian",200,0,0,1,0,0,0,0,0,0,0,0
Paprika Restaurant - Phoenix Hotel,https://www.zomato.com/pune/paprika-restaurant-phoenix-hotel-mundhwa,Mundhwa,3.2,"North Indian, Chinese, Continental",1000,0,0,0,0,0,0,1,0,0,0,0
Eat Street,https://www.zomato.com/pune/eat-street-vishrantwadi,Vishrantwadi,0,"Fast Food, Street Food, Beverages",250,0,0,1,0,0,0,0,0,0,0,0
Hotel Aditya Dhaba,https://www.zomato.com/pune/hotel-aditya-dhaba-shivapur,Shivapur,0,"Maharashtrian, Seafood",500,0,0,0,0,0,0,0,0,0,0,0
Besto Foods & Ice cream,https://www.zomato.com/pune/besto-foods-ice-cream-erandwane,Erandwane,0,"Bakery, Ice Cream",200,0,0,0,0,0,0,0,0,0,0,0
Savory,https://www.zomato.com/pune/savory-sadashiv-peth,Sadashiv Peth,3.3,Beverages,400,0,0,0,0,0,0,0,0,0,0,0
Hotel Maharashtra,https://www.zomato.com/pune/hotel-maharashtra-shivapur,Shivapur,3,"Chinese, Maharashtrian, North Indian, South Indian",400,0,0,0,0,0,0,0,0,0,0,0
