,user_id,index,loc,sponsor,votes,rating,charge,cuisine,alcohol,veg,vegan,sugarfree,buff
13240,42,4517,Camp Area,Beverage Shop,7,3.0,100,"Beverages, Juices",0,0,0,0,0
10601,42,6110,Magarpatta,Café,9,3.3,300,Cafe,0,0,0,0,0
98,42,4816,Vishrantwadi,Casual Dining,9,2.7,500,"North Indian, Chinese, Mughlai",0,0,0,0,0
12427,42,10488,Akurdi,Quick Bites,0,0.0,100,"South Indian, Fast Food",0,0,0,0,0
18220,42,7467,Narhe,Quick Bites,10,3.2,200,"North Indian, Chinese",0,0,0,0,0
12622,42,4296,Bavdhan,Casual Dining,165,2.8,800,"North Indian, Chinese, Biryani",0,0,0,0,0
6255,42,6849,Erandwane,Quick Bites,0,0.0,200,"Fast Food, North Indian",0,0,0,0,0
19145,43,10517,Rasta Peth,Quick Bites,0,0.0,300,"Fast Food, Beverages",0,0,0,0,0
7934,43,5899,Kondhwa,Quick Bites,0,0.0,500,"South Indian, Maharashtrian",0,1,0,0,0
2548,43,12042,Viman Nagar,Quick Bites,13,3.2,500,"Momos, Chinese",0,0,0,0,0
13893,43,1009,Tilak Road,Quick Bites,215,3.9,400,Chinese,0,1,0,0,0
12708,43,4852,Old Mumbai-Pune Highway,Casual Dining,21,3.5,800,"North Indian, Chinese, Malwani, Kebab",0,0,0,0,0
2549,43,3476,Law College Road,"Bar, Pub",157,3.8,1100,"Finger Food, Asian, Continental, North Indian, Pizza",0,0,0,0,0
6243,43,5055,Budhwar Peth,Quick Bites,5,3.1,150,"South Indian, Street Food",0,0,0,0,0
4421,43,781,Baner,"Takeaway, Delivery",20,3.4,0,North Indian,0,0,0,0,0
7769,43,5679,Kharadi,"Takeaway, Delivery",109,3.8,0,"North Indian, Healthy Food",0,0,0,0,0
16142,43,947,Chinchwad,"Casual Dining, Bar",197,3.6,1000,"North Indian, Chinese, Seafood, Continental, Salad, Beverages",0,0,0,0,0
17533,43,3436,Hadapsar,Casual Dining,15,3.3,600,"North Indian, Chinese, South Indian, Beverages",0,1,0,0,0
16137,43,1862,Hadapsar,Quick Bites,16,3.4,250,"Fast Food, Mexican",0,0,0,0,0
19861,43,4007,Lonavala,"Lounge, Bar",26,3.4,1000,"North Indian, Chinese, Continental",0,0,0,0,0
4232,43,5189,Dhanori,Quick Bites,7,3.0,400,"Fast Food, Beverages",0,0,0,0,0
17429,43,10826,Vishrantwadi,Quick Bites,5,2.9,300,Chinese,0,0,0,0,0
9250,43,7650,Wakad,Quick Bites,7,3.1,600,"Chinese, North Indian, Maharashtrian",0,0,0,0,0
3022,43,2489,Pimpri,Dessert Parlor,40,3.7,300,Desserts,0,0,0,0,0
19112,43,236,Viman Nagar,Café,159,3.9,700,"Cafe, Bakery, Fast Food",0,0,0,0,0
9178,43,6925,Pimple Nilakh,"Takeaway, Delivery",0,0.0,0,"Biryani, North Indian, Mughlai",0,0,0,0,0
560,43,5806,Pimple Gurav,Casual Dining,0,0.0,600,"Maharashtrian, North Indian",0,0,0,0,0
4209,43,11082,Pimple Nilakh,"Takeaway, Delivery",0,0.0,0,"North Indian, Biryani, Chinese, Seafood",0,0,0,0,0
17856,43,8981,Sinhgad Road,Kiosk,4,3.0,150,Fast Food,0,1,0,0,0
15786,43,11705,Wakad,Quick Bites,54,3.5,250,"North Indian, Bihari, Fast Food",0,0,0,0,0
6569,43,3139,Sinhgad Road,Quick Bites,237,3.9,400,North Indian,0,1,0,0,0
14886,43,331,Senapati Bapat Road,Fine Dining,687,4.4,3000,"Italian, Salad",0,0,0,0,1
2782,43,2963,Wadgaon Sheri,Quick Bites,4,3.1,400,"North Indian, South Indian, Chinese",0,1,0,0,0
3025,43,6088,Viman Nagar,Beverage Shop,18,3.4,100,Beverages,0,0,0,0,0
16611,43,8003,Hadapsar,Quick Bites,0,0.0,300,"Maharashtrian, South Indian",0,0,0,0,0
17192,43,3243,Shivaji Nagar,Quick Bites,15,3.6,450,"Fast Food, Desserts",0,1,0,0,0
2559,43,10037,Katraj,Quick Bites,4,2.9,300,North Indian,0,0,0,0,0
18422,43,8236,Kondhwa,Quick Bites,0,0.0,300,"Chinese, North Indian",0,0,0,0,0
11016,43,6533,Chinchwad,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
14998,43,272,Koregaon Park,Quick Bites,161,4.4,500,"Fast Food, Continental",0,1,0,0,0
7752,43,9217,Chinchwad,Quick Bites,0,0.0,150,Street Food,0,0,0,0,0
640,43,7331,Vishrantwadi,Quick Bites,0,0.0,250,"Street Food, Fast Food",0,1,0,0,0
6191,43,766,Viman Nagar,Quick Bites,201,3.7,400,Fast Food,0,0,0,0,0
19066,43,7891,Nigdi,Takeaway,0,0.0,0,Biryani,0,0,0,0,0
4383,43,3045,Erandwane,Casual Dining,166,3.4,900,"Mughlai, North Indian, Chinese",0,0,0,0,0
17320,43,5132,Kharadi,Quick Bites,14,3.3,300,Biryani,0,0,0,0,0
3876,43,1650,NIBM Road,Café,35,3.5,350,"Cafe, Fast Food",0,1,0,0,0
11916,43,7860,NIBM Road,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
6629,43,5553,Lohegaon,Quick Bites,0,0.0,150,Fast Food,0,0,0,0,0
639,43,7595,Nigdi,Kiosk,0,0.0,150,South Indian,0,0,0,0,0
6089,43,4221,Wakad,Dessert Parlor,64,3.8,400,"Ice Cream, Desserts",0,1,0,0,0
8637,43,3988,Sinhgad Road,Quick Bites,19,3.2,200,"South Indian, Fast Food",0,0,0,0,0
11877,43,663,Senapati Bapat Road,"Casual Dining, Café",547,4.3,2000,"Asian, Modern Indian, Continental, Cafe",0,0,0,0,0
12394,43,349,Magarpatta,"Bakery, Dessert Parlor",317,3.7,350,"Bakery, Desserts, Fast Food, Beverages",0,1,0,0,0
18371,43,7150,Kharadi,Delivery,0,0.0,0,"Bengali, Mughlai, Biryani",0,0,0,0,0
11014,43,4778,Karve Nagar,Casual Dining,31,3.3,1000,North Indian,0,0,0,0,0
19124,43,5239,Baner,Dessert Parlor,349,4.1,200,"Ice Cream, Beverages",0,1,0,0,0
12162,43,9884,Nigdi,Quick Bites,0,0.0,300,"Desserts, Fast Food",0,0,0,0,0
12987,43,4823,Pimple Nilakh,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
11662,43,5076,Erandwane,Quick Bites,0,0.0,300,Fast Food,0,1,0,0,0
6355,43,5493,Sinhgad Road,Café,26,3.2,500,"Cafe, Salad, Mexican",0,0,0,0,0
17897,43,7122,Lohegaon,Quick Bites,12,3.2,300,Maharashtrian,0,1,0,0,0
3260,43,9393,Pimpri,Quick Bites,4,3.0,100,"South Indian, Maharashtrian, Street Food",0,1,0,0,0
17474,43,2137,Pimple Saudagar,"Bar, Casual Dining",104,4.1,1800,"North Indian, Chinese, Continental, Mughlai",0,0,0,0,0
7628,43,5163,Kharadi,Café,40,3.3,500,"Cafe, Chinese, Continental, North Indian",0,0,0,0,0
14366,43,1164,Camp Area,Quick Bites,105,3.7,400,"Italian, Fast Food",0,0,0,0,0
14371,43,8648,Viman Nagar,Dessert Parlor,0,0.0,400,"Bakery, Bubble Tea, Coffee, Tea",0,1,0,0,0
8244,43,2425,Chinchwad,Café,11,3.3,300,"Cafe, Coffee",0,1,0,0,0
9788,43,705,Kothrud,Casual Dining,21,3.6,500,"Maharashtrian, Chinese, North Indian",0,0,0,0,0
17097,43,4470,Model Colony,"Takeaway, Delivery",108,3.9,0,"Healthy Food, Juices, Salad",0,0,0,0,0
5822,43,4392,Kharadi,Quick Bites,30,3.6,150,Street Food,0,1,0,0,0
18470,43,5779,Hadapsar,Casual Dining,13,3.3,600,"North Indian, Fast Food, Chinese",0,0,0,0,0
3586,43,2141,Pimple Saudagar,Quick Bites,63,3.2,500,"Pizza, Fast Food",0,0,0,0,1
1855,43,2297,Chinchwad,Quick Bites,0,0.0,250,Biryani,0,0,0,0,0
13474,43,10180,Ravet,Quick Bites,20,3.4,300,"Chinese, North Indian, Maharashtrian, South Indian",0,1,0,0,0
5793,43,293,Baner,"Bar, Casual Dining",2107,4.3,1500,"European, Italian, North Indian, Asian, Salad, Desserts",0,0,0,0,0
19790,43,7610,Narhe,Quick Bites,0,0.0,400,North Indian,0,0,0,0,0
8928,43,7970,Baner,Quick Bites,0,0.0,300,"Biryani, North Indian, Chinese",0,0,0,0,0
5013,43,6181,Chinchwad,Quick Bites,8,3.1,150,South Indian,0,1,0,0,0
5019,43,8276,Kondhwa,Quick Bites,0,0.0,200,Chinese,0,0,0,0,0
19214,43,11609,Wakad,"Takeaway, Delivery",0,0.0,0,"Street Food, Beverages",0,0,0,0,0
5036,43,6460,Hinjawadi,Casual Dining,40,2.8,350,"North Indian, Chinese, South Indian",0,0,0,0,0
8903,43,9374,Chinchwad,Dhaba,0,0.0,250,"Street Food, South Indian, North Indian",0,1,0,0,0
9816,43,330,Baner,Club,719,3.8,1800,Finger Food,0,0,0,0,0
13575,43,5427,KP and Kalyani,Delivery,0,0.0,0,"Momos, Beverages, Fast Food",0,0,0,0,0
13074,43,9235,Pimpri,Dessert Parlor,7,3.3,300,"Ice Cream, Fast Food",0,0,0,0,0
3182,43,6556,Karve Nagar,Quick Bites,33,3.3,450,"North Indian, Maharashtrian, Chinese",0,0,0,0,0
2077,43,10260,Warje,Beverage Shop,0,0.0,100,"Beverages, Street Food",0,0,0,0,0
5110,43,3777,Wakad,"Casual Dining, Bar",47,3.9,1100,"North Indian, Fast Food",0,0,0,0,0
17752,43,1012,Satara Road,Casual Dining,113,3.6,600,"North Indian, Chinese, Mughlai, Seafood",0,0,0,0,0
10881,43,5790,NIBM Road,"Takeaway, Delivery",0,0.0,0,Biryani,0,0,0,0,0
3642,43,603,Hinjawadi,Quick Bites,29,3.6,450,"North Indian, Chinese, Fast Food",0,0,0,0,0
6343,43,11845,Bhosari,Quick Bites,0,0.0,200,Biryani,0,0,0,0,0
7395,43,6488,Kothrud,"Takeaway, Delivery",17,3.4,0,"Biryani, Mughlai",0,0,0,0,0
8223,43,998,Pimpri Chinchwad Area,Delivery,0,0.0,0,"North Indian, Beverages",0,0,0,0,0
10312,43,4576,Camp Area,Delivery,11,3.3,0,"Biryani, Kebab",0,0,0,0,0
10407,43,1605,Viman Nagar,Quick Bites,0,0.0,450,"Chinese, North Indian, Maharashtrian",0,0,0,0,0
3350,43,9278,Magarpatta,Quick Bites,95,3.4,500,"Pizza, Italian",0,0,0,0,0
8067,43,6000,Chinchwad,Quick Bites,8,3.1,350,Chinese,0,0,0,0,0
12464,43,1053,Lohegaon,Dessert Parlor,32,3.7,200,"Desserts, Ice Cream",0,0,0,1,0
37,43,2801,NIBM Road,Casual Dining,30,3.8,600,"North Indian, Mughlai, Chinese",0,0,0,0,0
9743,43,4369,Pimple Saudagar,Delivery,0,0.0,0,"Kerala, Seafood",0,0,0,0,0
8985,43,6292,Erandwane,Quick Bites,23,3.4,500,North Indian,0,0,0,0,0
5622,43,10608,Pimple Nilakh,Takeaway,0,0.0,0,"Fast Food, Chinese",0,0,0,0,0
1670,43,2046,Dange Chowk,Casual Dining,21,3.6,1000,"North Indian, Chinese",0,0,0,0,0
5721,43,11085,Bhosari,Quick Bites,50,3.3,400,"North Indian, Kerala",0,0,0,0,0
5654,43,8688,Pimpri,"Takeaway, Delivery",80,3.9,0,"North Indian, South Indian, Street Food",0,1,0,0,0
19805,43,8967,Katraj,Delivery,0,0.0,0,North Indian,0,1,0,0,0
19656,43,3935,Viman Nagar,Casual Dining,46,3.6,550,Maharashtrian,0,0,0,0,0
12455,43,8666,Hadapsar,Quick Bites,7,3.0,400,North Indian,0,0,0,0,0
3411,43,2072,Kothrud,Casual Dining,248,3.3,500,Chinese,0,0,0,0,0
5690,43,6893,Pimple Saudagar,Quick Bites,0,0.0,250,North Indian,0,0,0,0,0
5563,43,10422,Karve Nagar,Quick Bites,6,3.1,300,Chinese,0,0,0,0,0
8153,43,1662,Hadapsar,Quick Bites,0,0.0,350,"Biryani, North Indian, Kebab",0,0,0,0,0
9032,43,7826,Pimpri,Quick Bites,0,0.0,150,"Maharashtrian, Street Food",0,0,0,0,0
8159,43,10891,Viman Nagar,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
12229,43,7751,Katraj,Quick Bites,16,3.3,300,Chinese,0,0,0,0,0
9632,43,11774,Katraj,Quick Bites,53,3.3,250,"Street Food, North Indian",0,1,0,0,0
3283,43,6478,Akurdi,Dessert Parlor,26,3.5,200,Ice Cream,0,1,0,0,0
10033,43,8521,Erandwane,"Takeaway, Delivery",4,3.0,0,Fast Food,0,0,0,0,0
16395,43,5295,Pimpri,Casual Dining,6,3.1,500,"North Indian, Maharashtrian",0,0,0,0,0
9645,43,11332,"Magarpatta, Pune Sholapur Rd",Bakery,4,3.0,300,Bakery,0,1,0,0,0
5467,43,2774,Katraj,"Takeaway, Delivery",0,0.0,0,Chinese,0,0,0,0,0
8371,43,12113,Pimple Gurav,"Takeaway, Delivery",0,0.0,0,"Fast Food, Beverages",0,0,0,0,0
1792,43,11002,Viman Nagar,Quick Bites,13,3.3,300,Bengali,0,0,0,0,0
1781,43,10322,Baner,Casual Dining,70,3.9,700,"Continental, Asian, Italian",0,0,0,0,0
17770,43,5485,Akurdi,Quick Bites,0,0.0,250,"South Indian, Street Food, Beverages",0,0,0,0,0
13313,43,9498,Shivaji Nagar,Café,0,0.0,400,Cafe,0,0,0,0,0
12783,43,1133,Baner,Casual Dining,163,3.0,900,"North Indian, Chinese, Seafood",0,0,0,0,0
12073,43,7037,Aundh,"Takeaway, Delivery",0,0.0,0,"North Indian, Fast Food, Street Food",0,0,0,0,0
5509,43,7437,Kondhwa,Quick Bites,0,0.0,150,"Sandwich, Fast Food, Beverages",0,0,0,0,0
10575,43,6132,Erandwane,"Takeaway, Delivery",19,2.5,0,Fast Food,0,1,0,0,0
13323,43,4219,Chinchwad,"Casual Dining, Bar",173,2.8,800,"Biryani, North Indian, Chinese, Mughlai",0,0,0,0,0
7990,43,9991,Kondhwa,Quick Bites,12,3.3,100,Street Food,0,1,0,0,0
3682,43,1115,Chinchwad,Quick Bites,0,0.0,300,"Chinese, Fast Food, Juices, Beverages",0,0,0,0,0
2173,43,8359,Bhosari,Quick Bites,0,0.0,250,"Fast Food, Street Food",0,1,0,0,0
10974,43,10079,Pimpri,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
11546,43,3741,Wakad,Quick Bites,6,3.0,250,"Rajasthani, North Indian, Chinese",0,1,0,0,0
18674,43,4704,Bund Garden Road,"Takeaway, Delivery",30,3.3,0,Fast Food,0,1,0,0,0
2415,43,747,Aundh,"Casual Dining, Bar",2285,4.3,1400,"European, Mediterranean, North Indian, Asian, Continental",0,0,0,0,0
10077,43,7327,Viman Nagar,Quick Bites,0,0.0,300,Fast Food,0,0,0,0,0
4677,43,3866,Chakan,Quick Bites,44,3.0,500,"Pizza, Fast Food",0,0,0,0,0
9417,43,5024,Kothrud,Quick Bites,32,3.4,500,"North Indian, Biryani, Chinese",0,0,0,0,0
15861,43,2454,Bavdhan,Casual Dining,108,3.7,450,"North Indian, Chinese, South Indian",0,1,0,0,0
13753,43,2199,Viman Nagar,Beverage Shop,0,0.0,200,"Beverages, Fast Food",0,0,0,0,0
2377,43,1173,Pimpri,Casual Dining,256,2.9,650,"North Indian, South Indian, Chinese, Street Food, Fast Food",0,1,0,0,0
10076,43,8136,Baner,Beverage Shop,0,0.0,150,Beverages,0,0,0,0,0
2361,43,6425,NIBM Road,Casual Dining,12,3.4,600,"North Indian, Chinese, Fast Food",0,0,0,0,0
4714,43,386,Mundhwa,"Fine Dining, Bar",700,4.3,2100,"Continental, Asian, North Indian, Salad, Fast Food, Italian, Desserts",0,0,1,0,1
8471,43,10934,Sinhgad Road,Quick Bites,0,0.0,400,"Fast Food, North Indian",0,1,0,0,0
12026,43,2518,Pimple Gurav,Quick Bites,108,3.8,350,"North Indian, Chinese",0,0,0,0,0
17635,43,3090,Hinjawadi,Bakery,12,3.0,400,Bakery,0,0,0,0,0
14633,43,1627,Viman Nagar,"Takeaway, Delivery",552,4.1,0,"Fast Food, Burger, Beverages",0,0,0,0,0
660,43,774,Wakad,"Bar, Casual Dining",292,4.3,1400,"North Indian, Finger Food, Continental",0,0,0,0,1
1241,43,11694,Wakad,Casual Dining,7,3.1,850,"North Indian, Chinese, Biryani, Mughlai, Seafood",0,0,0,0,0
8523,43,6884,Katraj,"Takeaway, Delivery",0,0.0,0,South Indian,0,0,0,0,0
11003,43,6348,Bavdhan,Casual Dining,16,3.2,500,"Maharashtrian, North Indian",0,0,0,0,0
8571,43,8492,Kalyani Nagar,"Takeaway, Delivery",0,0.0,0,"Mexican, Italian, Lebanese, Continental, American",0,0,0,0,0
2502,43,10962,Dhanori,Quick Bites,4,2.8,200,South Indian,0,1,0,0,0
19034,43,6781,Salunkhe Vihar Road,"Dessert Parlor, Bakery",0,0.0,200,"Desserts, Bakery",0,0,0,0,0
11508,43,1858,FC Road,Dessert Parlor,543,4.2,300,"Ice Cream, Desserts, Fast Food",0,1,0,0,0
6047,43,6210,Fatima Nagar,Casual Dining,10,2.9,450,"Maharashtrian, South Indian, Fast Food",0,0,0,0,0
12409,43,6433,Pimpri,Quick Bites,0,0.0,250,"Fast Food, Beverages",0,0,0,0,0
455,43,4515,Baner,Quick Bites,116,3.4,350,"North Indian, Bengali, Fast Food, Continental",0,0,0,0,0
9001,43,195,Pimple Saudagar,Casual Dining,121,4.2,500,"North Indian, Rajasthani, Gujarati",0,0,0,0,0
4573,43,7712,Kothrud,"Takeaway, Delivery",11,3.3,0,Biryani,0,0,0,0,0
12610,43,9568,Hadapsar,Delivery,4,3.1,0,North Indian,0,0,0,0,0
19015,43,5545,Bavdhan,Delivery,0,0.0,0,"Fast Food, Chinese",0,0,0,0,0
11520,43,10783,Karve Nagar,Quick Bites,0,0.0,250,"Biryani, North Indian",0,0,0,0,0
10197,43,10154,Warje,Beverage Shop,0,0.0,200,Beverages,0,1,0,0,0
19734,43,7280,Shukrawar Peth,Quick Bites,0,0.0,200,Biryani,0,0,0,0,0
7251,43,5739,Katraj,"Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
2472,43,7844,Kharadi,Delivery,0,0.0,0,"Chinese, Beverages",0,0,0,0,0
15137,43,7066,Karve Nagar,"Takeaway, Delivery",12,3.2,0,"North Indian, Chinese",0,0,0,0,0
18168,43,7544,Hinjawadi,Quick Bites,8,3.2,400,"Chinese, Fast Food",0,0,0,0,0
7513,43,12029,Chakan,Quick Bites,37,2.9,300,"Pizza, Fast Food",0,1,0,0,0
7079,43,6894,Sinhgad Road,Quick Bites,0,0.0,100,Street Food,0,1,0,0,0
17038,43,2549,Baner,"Takeaway, Delivery",56,3.6,0,North Indian,0,0,0,0,0
360,43,7482,Wakad,Quick Bites,30,3.6,150,Lebanese,0,0,0,0,0
395,43,2840,Wakad,Café,99,3.8,400,"Cafe, Fast Food",0,0,0,0,0
15186,43,184,Ravet,"Casual Dining, Bar",1474,4.6,1400,"North Indian, Chinese, Mughlai, Continental",0,0,0,0,0
16255,43,8785,Wakad,Casual Dining,0,0.0,500,North Indian,0,0,0,0,0
16734,43,11799,Chinchwad,Delivery,75,3.7,0,Fast Food,0,0,0,0,0
2195,43,3190,Aundh,Casual Dining,155,2.7,600,"North Indian, South Indian, Chinese, Fast Food",0,1,0,0,0
5971,43,4405,Pashan,Takeaway,16,3.4,0,Maharashtrian,0,1,0,0,0
341,43,1613,Baner,Casual Dining,95,3.9,650,"North Indian, Kashmiri",0,0,0,0,0
11607,43,6762,Shivaji Nagar,Café,20,3.2,400,"Cafe, Fast Food",0,0,0,0,0
16737,43,2529,Kothrud,Quick Bites,0,0.0,200,"Maharashtrian, North Indian",0,1,0,0,0
6739,43,6322,Pimple Saudagar,Quick Bites,7,3.3,200,Bihari,0,0,0,0,0
13641,43,9013,Kothrud,Sweet Shop,4,3.0,250,"Mithai, Street Food",0,1,0,0,0
4772,43,9063,Bhosari,Casual Dining,11,3.0,500,"North Indian, Chinese",0,1,0,0,0
12028,43,10499,Hadapsar,Quick Bites,0,0.0,200,"South Indian, Street Food",0,1,0,0,0
3723,43,5463,Satara Road,Quick Bites,55,3.4,450,"North Indian, Maharashtrian, Chinese",0,1,0,0,0
4928,43,11863,Kothrud,"Bakery, Dessert Parlor",68,3.5,500,"Bakery, Desserts",0,1,0,0,0
7680,43,1557,NIBM Road,Delivery,307,3.4,0,"Fast Food, Chinese, Italian, North Indian",0,0,0,0,0
5994,43,7742,Hinjawadi,Quick Bites,5,3.0,400,"Biryani, North Indian",0,0,0,0,0
16030,44,11233,Viman Nagar,"Takeaway, Delivery",7,3.3,0,Salad,0,0,0,0,0
12320,44,10575,Hadapsar,Quick Bites,0,0.0,200,South Indian,0,1,0,0,0
18637,44,173,Wakad,Casual Dining,1118,4.4,1400,"North Indian, Asian, European, Salad",0,0,0,0,1
19180,44,11854,Lonavala,Casual Dining,6,3.1,1200,"Chinese, Fast Food, North Indian",0,0,0,0,0
18442,44,3443,Pimple Saudagar,"Takeaway, Delivery",478,4.0,0,"Healthy Food, South Indian, North Indian, Continental, Juices",0,0,0,0,0
16064,44,4051,Karve Nagar,"Takeaway, Delivery",0,0.0,0,"Chinese, Fast Food, Continental",0,0,0,0,0
17823,44,4825,Satara Road,Casual Dining,32,3.5,1000,"North Indian, South Indian, Thai",0,1,0,0,0
12790,44,6383,Dange Chowk,Casual Dining,19,2.6,500,"Maharashtrian, North Indian, Chinese",0,0,0,0,0
12344,44,9388,Baner,Dessert Parlor,74,3.8,150,"Desserts, Bakery, Ice Cream",0,0,0,0,0
8998,44,5671,Wakad,Quick Bites,56,3.8,300,"Maharashtrian, North Indian",0,0,0,0,0
6299,44,5744,Hadapsar,Quick Bites,0,0.0,100,Fast Food,0,0,0,0,0
9098,44,7484,Talegaon,Quick Bites,0,0.0,250,"Biryani, Chinese, Kebab",0,0,0,0,0
16548,44,9323,Lohegaon,Casual Dining,10,3.2,450,North Indian,0,0,0,0,0
7092,44,8388,Lonavala,Casual Dining,0,0.0,800,"Fast Food, North Indian, Mughlai, Chinese",0,0,0,0,0
16933,44,10980,NIBM Road,Quick Bites,4,2.9,400,Chinese,0,0,0,0,0
19302,44,3794,Dhankawadi,Quick Bites,12,3.3,500,"Malwani, Seafood",0,0,0,0,0
12777,44,6063,Erandwane,Delivery,68,3.4,0,Fast Food,0,0,0,0,0
3787,44,3669,Wakad,Dessert Parlor,19,3.5,150,Desserts,0,1,0,0,0
14372,44,8905,Mulshi Road,Quick Bites,0,0.0,400,"Fast Food, North Indian, Maharashtrian, Hyderabadi",0,0,0,0,0
7779,44,3570,Sinhgad Road,Quick Bites,13,3.7,200,Street Food,0,0,0,0,0
16583,44,1978,Aundh,"Bakery, Quick Bites",76,3.5,400,"Bakery, Fast Food",0,0,0,0,0
3112,44,8793,Mundhwa,Quick Bites,0,0.0,500,"Chinese, North Indian",0,0,0,0,0
16846,44,98,Kalyani Nagar,Café,378,4.9,1500,"Cafe, European, Healthy Food, Modern Indian",0,1,1,0,0
12710,44,11582,Wagholi,Delivery,0,0.0,0,"North Indian, South Indian",0,0,0,0,0
14562,44,1740,Sinhgad Road,Quick Bites,66,3.6,600,"Maharashtrian, North Indian",0,0,0,0,0
3803,44,2961,Karve Nagar,Quick Bites,0,0.0,200,North Indian,0,0,0,0,0
18005,44,5025,Kharadi,"Takeaway, Delivery",13,3.3,0,"Chinese, Rolls, Fast Food",0,0,0,0,0
14384,44,5080,Swargate,Food Court,0,0.0,500,Chinese,0,1,0,0,0
11184,44,5986,Pimple Nilakh,"Takeaway, Delivery",0,0.0,0,"North Indian, Biryani",0,0,0,0,0
7764,44,5050,Bavdhan,Café,0,0.0,250,"Cafe, Fast Food, North Indian",0,0,0,0,0
12125,44,332,Viman Nagar,Casual Dining,2144,4.1,1000,Chinese,0,0,0,0,0
3028,44,11046,Pimpri Chinchwad Area,"Bakery, Dessert Parlor",0,0.0,400,"Bakery, Ice Cream, Desserts",0,0,0,0,0
762,44,3142,Kothrud,Quick Bites,15,2.7,450,"Maharashtrian, North Indian, Chinese",0,0,0,0,0
8851,44,10900,Baner,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
19227,44,10287,Lohegaon,Quick Bites,0,0.0,300,"Fast Food, Sandwich",0,0,0,0,0
11216,44,8086,Wakad,Quick Bites,0,0.0,100,Street Food,0,1,0,0,0
3298,44,2749,Camp Area,"Dessert Parlor, Beverage Shop",161,4.0,150,"Ice Cream, Beverages",0,1,0,0,0
16819,44,564,Koregaon Park,"Bakery, Dessert Parlor",432,4.3,500,"Bakery, Desserts, Ice Cream",0,0,0,0,0
3185,44,558,Chandan Nagar,Casual Dining,206,2.5,800,Maharashtrian,0,0,0,0,0
3819,44,2431,Baner,Quick Bites,15,3.4,200,Rajasthani,0,0,0,0,0
3885,44,2289,Karve Nagar,Quick Bites,31,3.5,300,"North Indian, Maharashtrian",0,0,0,0,0
19277,44,6503,Pimple Saudagar,"Takeaway, Delivery",10,3.0,0,Maharashtrian,0,0,0,0,0
11538,44,4814,Narhe,Quick Bites,23,3.2,600,"North Indian, Chinese, Malwani, Hyderabadi",0,0,0,0,0
2226,44,7810,Camp Area,Quick Bites,0,0.0,250,Fast Food,0,0,0,0,0
8173,44,5880,Sus,Quick Bites,0,0.0,450,"Fast Food, Beverages",0,0,0,0,0
2219,44,616,Kalyani Nagar,Café,914,4.2,800,"Cafe, Pizza, Desserts, Beverages",0,0,0,0,0
19922,44,2417,Chinchwad,"Takeaway, Delivery",36,3.6,0,Chinese,0,0,0,0,0
5977,44,9103,Bund Garden Road,Quick Bites,30,3.1,450,"North Indian, Chinese, South Indian",0,0,0,0,0
10727,44,11495,Kondhwa,Quick Bites,0,0.0,550,"North Indian, Chinese, Maharashtrian",0,0,0,0,0
16254,44,5797,Hinjawadi,Quick Bites,34,3.5,250,"Momos, Chinese",0,0,0,0,0
7876,44,2195,NIBM Road,Quick Bites,265,3.9,700,"Italian, Pizza",0,0,0,0,0
6889,44,11427,Pimple Saudagar,Quick Bites,0,0.0,120,Street Food,0,1,0,0,0
8403,44,3203,Dhankawadi,Quick Bites,0,0.0,500,"Maharashtrian, North Indian",0,0,0,0,0
15201,44,2446,Magarpatta,"Takeaway, Delivery",69,3.7,0,"Continental, Healthy Food, Juices, Salad",0,0,0,0,0
4940,44,2299,Katraj,Quick Bites,99,3.5,200,Chinese,0,0,0,0,0
7279,44,3085,Hadapsar,Delivery,5,3.1,0,"Biryani, Chinese, North Indian, Mughlai",0,0,0,0,0
4978,44,10147,Rasta Peth,Quick Bites,0,0.0,150,Fast Food,0,1,0,0,0
6754,44,9059,Katraj,Quick Bites,36,3.6,250,Gujarati,0,1,0,0,0
8179,44,9440,Budhwar Peth,Casual Dining,0,0.0,350,"North Indian, South Indian, Chinese",0,0,0,0,0
1523,44,11946,Aundh,Quick Bites,33,2.8,400,"Fast Food, Chinese",0,0,0,0,0
17340,44,8758,Kondhwa,Quick Bites,0,0.0,500,"North Indian, Maharashtrian, Chinese",0,0,0,0,0
6000,44,11848,Magarpatta,Delivery,326,3.6,0,"Biryani, North Indian, Chinese",0,0,0,0,0
19526,44,153,Khadki,Casual Dining,130,4.4,500,"Tibetan, Vietnamese",0,0,0,0,0
4635,44,11579,Bhosari,Quick Bites,6,3.0,300,Chinese,0,0,0,0,0
8517,44,4515,Baner,Quick Bites,116,3.4,350,"North Indian, Bengali, Fast Food, Continental",0,0,0,0,0
15353,44,9582,JM Road,Bakery,0,0.0,450,Bakery,0,0,0,0,0
13283,44,282,FC Road,Quick Bites,1992,4.0,600,"South Indian, Fast Food, Street Food",0,1,0,0,0
