,user_id,index,loc,sponsor,votes,rating,charge,cuisine,alcohol,veg,vegan,sugarfree,buff
13552,1,2642,Chinchwad,"Casual Dining, Bar",29,3.5,1100,"North Indian, Chinese",0,0,0,0,0
1632,1,4968,Sinhgad Road,Quick Bites,0,0.0,350,"North Indian, Fast Food",0,1,0,0,0
4975,1,10431,Ghorpadi,Quick Bites,0,0.0,250,"Mithai, Street Food",0,0,0,0,0
18936,1,3668,Kalyani Nagar,Quick Bites,30,3.5,150,Street Food,0,0,0,0,0
13642,1,981,Mundhwa,Lounge,699,4.0,4200,"Finger Food, Asian, Continental, North Indian",0,0,0,0,0
12022,1,11663,Lonavala,Casual Dining,65,3.8,2000,"Continental, Chinese, North Indian",0,0,0,0,1
16658,1,2205,Chinchwad,Casual Dining,88,3.3,600,"Malwani, Seafood, North Indian, Biryani",0,0,0,0,0
7688,1,1588,Wadgaon Sheri,"Takeaway, Delivery",186,4.3,0,"Chinese, North Indian",0,0,0,0,0
11600,1,4614,Kothrud,Quick Bites,0,0.0,500,"North Indian, Chinese",0,0,0,0,0
13667,1,723,Chinchwad,"Lounge, Bar",193,4.0,1800,"North Indian, Chinese, Finger Food",0,0,0,0,0
18523,1,4138,Pimple Gurav,Delivery,0,0.0,0,"Kerala, Bihari",0,0,0,0,0
6747,1,9727,Mahalunge,Quick Bites,0,0.0,250,Chinese,0,0,0,0,0
1757,1,7626,Pimple Gurav,Quick Bites,0,0.0,200,Maharashtrian,0,0,0,0,0
1768,1,4981,Ravet,Casual Dining,11,3.3,800,"Biryani, North Indian",0,0,0,0,0
15439,1,4936,Viman Nagar,"Sweet Shop, Quick Bites",12,3.1,300,"Mithai, North Indian",0,1,0,0,0
1707,1,6293,Kalyani Nagar,Casual Dining,24,3.4,600,"North Indian, Chinese",0,0,0,0,0
1502,1,5084,Old Mumbai-Pune Highway,Dhaba,0,0.0,400,North Indian,0,0,0,0,0
1488,1,2291,Lohegaon,Quick Bites,0,0.0,350,"North Indian, South Indian, Street Food, Chinese",0,0,0,0,0
8288,1,10285,Pashan,Delivery,0,0.0,0,"North Indian, Street Food",0,0,0,0,0
13273,1,2709,B.T. Kawade Road,"Casual Dining, Bar",79,3.4,600,"North Indian, Chinese, Mughlai, Mangalorean",0,0,0,0,0
10697,1,10828,Kondhwa,Bakery,0,0.0,250,Bakery,0,0,0,0,0
15709,1,1820,Akurdi,Quick Bites,6,3.2,300,North Indian,0,0,0,0,0
6497,1,11055,Wakad,"Takeaway, Delivery",12,3.3,0,Bakery,0,0,0,0,0
19714,1,405,Aundh,Quick Bites,97,3.8,400,"North Indian, Biryani, Kebab",0,0,0,0,0
18797,1,6848,Chandan Nagar,Quick Bites,9,3.2,600,"Maharashtrian, North Indian",0,0,0,0,0
18804,1,4998,Wakad,Quick Bites,89,3.6,400,"Fast Food, Beverages",0,0,0,0,0
5340,1,7058,FC Road,Delivery,0,0.0,0,"Biryani, Chinese",0,0,0,0,0
13412,1,84,Baner,Casual Dining,1647,4.7,1700,"Asian, Thai, Sushi",0,0,0,0,1
5329,1,518,Baner,Casual Dining,758,4.1,800,"North Indian, Italian, Chinese, Thai",0,1,0,0,0
13432,1,10037,Katraj,Quick Bites,4,2.9,300,North Indian,0,0,0,0,0
7735,1,7833,Chinchwad,Quick Bites,0,0.0,450,"North Indian, South Indian, Street Food",0,0,0,0,0
11991,1,2544,Aundh,Quick Bites,33,3.3,650,"North Indian, Mughlai, Seafood, Chinese",0,0,0,0,0
18837,1,6476,Aundh,Quick Bites,10,2.8,650,North Indian,0,0,0,0,0
5244,1,12136,Kothrud,"Takeaway, Delivery",0,0.0,0,"North Indian, Street Food, Fast Food",0,0,0,0,0
1453,1,6925,Pimple Nilakh,"Takeaway, Delivery",0,0.0,0,"Biryani, North Indian, Mughlai",0,0,0,0,0
5209,1,10394,Pimpri,Quick Bites,0,0.0,150,North Indian,0,0,0,0,0
18515,1,8024,Viman Nagar,Quick Bites,0,0.0,300,"Awadhi, North Indian",0,0,0,0,0
9512,1,1223,Wanowrie Kondhwa Area,Delivery,71,4.6,0,"Biryani, Fast Food, Street Food",0,0,0,0,0
751,1,7968,Erandwane,Quick Bites,0,0.0,350,Chinese,0,0,0,0,0
12443,1,7699,Magarpatta,Casual Dining,5,3.1,400,North Indian,0,0,0,0,0
17619,1,2023,Kharadi,Delivery,0,0.0,0,North Indian,0,0,0,0,0
15006,1,612,Kalyani Nagar,"Bar, Casual Dining",932,3.9,1600,"European, Chinese, North Indian, Italian",0,0,0,0,0
17545,1,9675,Bavdhan,Quick Bites,0,0.0,300,"Street Food, Fast Food, Rolls, Beverages",0,0,0,0,0
2538,1,4276,Khadakwasla,Casual Dining,12,3.3,1000,"Chinese, Maharashtrian",0,0,0,0,0
7125,1,11919,Warje,Quick Bites,0,0.0,250,Chinese,0,0,0,0,0
11324,1,3006,Pimpri,Quick Bites,22,3.5,400,"Chinese, North Indian",0,1,0,0,0
7132,1,9955,Pimple Nilakh,"Takeaway, Delivery",0,0.0,0,Pizza,0,0,0,0,0
3832,1,9572,Dhankawadi,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
7133,1,8373,Kothrud Area,Food Truck,26,3.7,200,Fast Food,0,0,0,0,0
7146,1,2818,Magarpatta,Quick Bites,4,3.1,200,"Fast Food, Beverages",0,0,0,0,0
14987,1,1344,Lonavala,"Bar, Casual Dining",590,3.8,1200,"North Indian, Mughlai, Chinese, Seafood",0,0,0,0,0
17976,1,4194,Wakad,Casual Dining,16,3.0,700,"North Indian, Chinese",0,0,0,0,0
16781,1,8626,Pimple Gurav,Quick Bites,21,3.4,150,Momos,0,0,0,0,0
2607,1,4508,Sinhgad Road,Casual Dining,13,2.9,600,"North Indian, Seafood, Chinese",0,0,0,0,0
8884,1,8561,Yerawada,Quick Bites,0,0.0,400,"Rolls, Fast Food",0,0,0,0,0
19212,1,6829,Katraj,Quick Bites,0,0.0,350,North Indian,0,0,0,0,0
3778,1,11475,Chinchwad,Quick Bites,0,0.0,500,"North Indian, Chinese",0,0,0,0,0
2652,1,7606,Karve Nagar,"Takeaway, Delivery",0,0.0,0,"North Indian, Fast Food",0,0,0,0,0
10413,1,6296,Pimple Saudagar,Quick Bites,15,3.2,300,Fast Food,0,0,0,0,0
10992,1,6120,Kothrud,Quick Bites,13,3.3,250,North Indian,0,0,0,0,0
8730,1,4503,Wakad,Casual Dining,47,3.4,450,"North Indian, Chinese, Seafood",0,0,0,0,0
12399,1,11403,Bhosari,Casual Dining,0,0.0,500,"North Indian, Fast Food",0,1,0,0,0
14115,1,8724,Kondhwa,Bakery,4,3.0,300,"Bakery, Desserts",0,0,0,0,0
9426,1,913,Pashan,Quick Bites,185,4.2,500,"Mangalorean, South Indian",0,0,0,0,0
16480,1,6782,Satara Road,"Dessert Parlor, Quick Bites",8,3.1,150,"Desserts, Fast Food",0,1,0,0,0
19490,1,5102,Sinhgad Road,Casual Dining,57,2.5,600,"Chinese, North Indian, South Indian",0,1,0,0,0
2431,1,55,Erandwane,"Casual Dining, Bar",230,4.4,1400,"Continental, Italian, North Indian, Finger Food",0,0,0,0,0
9373,1,10618,Dhankawadi,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
228,1,9948,Magarpatta,Quick Bites,0,0.0,300,"North Indian, Fast Food",0,0,0,0,0
14189,1,1392,Sinhgad Road,"Casual Dining, Bar",357,3.6,950,"North Indian, Chinese",0,0,0,0,0
14194,1,2248,NIBM Road,Quick Bites,402,3.5,650,"Italian, Fast Food",0,0,0,0,0
8810,1,11839,Erandwane,Quick Bites,14,2.9,300,"Biryani, North Indian",0,0,0,0,0
10985,1,7981,Wakad,Quick Bites,0,0.0,600,"North Indian, Chinese",0,0,0,0,0
16924,1,6462,Bhosari,Casual Dining,0,0.0,500,"North Indian, Chinese",0,1,0,0,0
3872,1,5602,Sadashiv Peth,Quick Bites,0,0.0,350,"Fast Food, Biryani",0,0,0,0,0
12377,1,3278,Chandan Nagar,Quick Bites,76,3.7,450,Fast Food,0,1,0,0,0
226,1,11697,Hinjawadi,"Takeaway, Delivery",0,3.7,0,Chinese,0,0,0,0,0
14333,1,2901,Pimple Gurav,Casual Dining,9,3.2,800,"North Indian, Chinese, Fast Food",0,0,0,0,0
2658,1,7166,Pimpri,"Takeaway, Delivery",28,3.1,0,Chinese,0,0,0,0,0
3634,1,11272,Aundh,Café,18,3.2,400,"Cafe, Salad",0,1,0,0,0
18399,1,6456,Satara Road,Sweet Shop,15,3.2,150,Mithai,0,1,0,0,0
3314,1,11154,Sinhgad Road,Casual Dining,6,3.0,550,Chinese,0,0,0,0,0
11109,1,10181,Wakad,Quick Bites,0,0.0,350,"North Indian, South Indian, Mughlai",0,0,0,0,0
2931,1,4433,Wakad,"Bar, Casual Dining",354,3.7,1500,"North Indian, Chinese, Continental, Italian, Seafood, Mughlai, Salad",0,0,0,0,0
7332,1,6537,Lohegaon,Casual Dining,14,2.7,750,"North Indian, Malwani, Kebab, Chinese",0,0,0,0,0
3272,1,10349,Yerawada,Quick Bites,6,2.9,250,"North Indian, Mughlai",0,0,0,0,0
16439,1,59,Baner,"Bar, Casual Dining",1135,4.3,1300,"Continental, Modern Indian, Italian, North Indian",0,0,0,0,0
9213,1,10815,Wakad,Quick Bites,14,3.3,250,"Fast Food, Beverages",0,0,0,0,0
2957,1,8058,Bavdhan,Quick Bites,0,0.0,200,"Fast Food, Wraps",0,0,0,0,0
11143,1,1808,Dhole Patil Road,Quick Bites,682,4.0,300,"Fast Food, Street Food, Rolls",0,0,0,0,0
9103,1,8902,Kothrud,Quick Bites,5,3.1,250,Fast Food,0,0,0,0,0
14693,1,9580,Hinjawadi,"Takeaway, Delivery",7,3.2,0,"North Indian, Chinese",0,0,0,0,0
11181,1,9037,Wagholi,Casual Dining,37,3.5,700,"North Indian, Chinese",0,0,0,0,0
7358,1,4524,Chinchwad,Casual Dining,62,3.8,800,"North Indian, Chinese, Fast Food, South Indian",0,1,0,0,0
3087,1,10123,JM Road,"Dessert Parlor, Beverage Shop",0,0.0,250,"Ice Cream, Beverages",0,1,0,0,0
14663,1,7527,Hinjawadi,Quick Bites,13,3.3,200,"North Indian, Street Food, Chinese",0,0,0,0,0
3163,1,2706,Viman Nagar,Casual Dining,145,3.6,1100,"Italian, Mexican",0,0,0,0,0
51,1,6020,Viman Nagar,Quick Bites,0,0.0,400,"North Indian, Rolls",0,0,0,0,0
16426,1,2833,Pimpri,Casual Dining,112,3.5,700,"North Indian, Chinese, Mughlai",0,0,0,0,0
54,1,9538,Pashan,Quick Bites,5,3.1,500,"North Indian, Chinese",0,0,0,0,0
10314,1,11360,Deccan Gymkhana,Quick Bites,0,0.0,200,"Street Food, Fast Food",0,0,0,0,0
19235,1,11284,Nigdi,Casual Dining,0,0.0,500,"Maharashtrian, North Indian",0,0,0,0,0
9291,1,8089,Karve Nagar,Quick Bites,0,0.0,450,"North Indian, Chinese, Fast Food",0,0,0,0,0
14915,1,4719,Wadgaon Sheri,Delivery,11,3.0,0,Healthy Food,0,0,0,0,0
2733,1,10344,Katraj,Quick Bites,0,0.0,250,"Maharashtrian, North Indian",0,0,0,0,0
14892,1,12161,Wagholi,Delivery,0,0.0,0,Fast Food,0,0,0,0,0
16799,1,1560,Viman Nagar,Café,167,4.1,500,"Cafe, Italian, Fast Food, Beverages",0,1,1,0,0
16397,1,4027,Kothrud,Quick Bites,12,3.1,250,"North Indian, Chinese",0,0,0,0,0
11268,1,457,Bibvewadi,Casual Dining,546,4.0,800,"Maharashtrian, Kebab, Biryani, Seafood, Malwani",0,0,0,0,0
7221,1,2183,Pimple Gurav,Quick Bites,46,3.5,300,"North Indian, South Indian, Fast Food, Street Food",0,0,0,0,0
12281,1,8761,Hinjawadi,Takeaway,0,0.0,0,Biryani,0,0,0,0,0
3546,1,10696,Talegaon,Quick Bites,0,0.0,150,Street Food,0,1,0,0,0
7260,1,1141,Baner,Casual Dining,458,2.6,500,"Fast Food, North Indian, South Indian",0,1,0,0,0
3448,1,7117,Nigdi,Bakery,0,0.0,200,Bakery,0,0,0,0,0
7276,1,6012,Narhe,Bakery,12,3.3,200,Bakery,0,1,0,0,0
9018,1,4270,Kothrud,Quick Bites,72,3.8,450,"Fast Food, North Indian",0,0,0,0,0
11104,1,2621,Narhe,Quick Bites,0,0.0,400,"Konkan, Chinese",0,0,0,0,0
4093,1,5791,Bibvewadi,"Takeaway, Delivery",29,3.7,0,"Salad, Healthy Food",0,0,0,0,0
4116,1,2970,Erandwane,Quick Bites,28,3.7,100,Street Food,0,1,0,0,0
8888,1,5521,Dhankawadi,Beverage Shop,0,0.0,300,Beverages,0,0,0,0,0
4248,1,3679,Hadapsar,Casual Dining,104,3.4,600,"Chinese, North Indian, Seafood, Mughlai",0,0,0,0,0
4313,1,10781,Kharadi,Bakery,0,0.0,250,Bakery,0,0,0,0,0
19081,1,3789,Sinhgad Road,Quick Bites,8,2.9,250,"Momos, Chinese, Fast Food, Beverages",0,0,0,0,0
16733,1,2074,Law College Road,Casual Dining,220,3.9,700,Maharashtrian,0,1,0,0,0
8650,1,10742,Vishrantwadi,Quick Bites,0,0.0,150,Fast Food,0,0,0,0,0
13980,1,11250,Viman Nagar,Quick Bites,0,0.0,250,"Chinese, Street Food, Fast Food",0,0,0,0,0
7549,1,10049,Sinhgad Road,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
4258,1,4792,Hinjawadi,"Casual Dining, Bar",47,3.7,1400,"North Indian, Chinese",0,0,0,0,0
16957,1,2232,Lohegaon,Quick Bites,131,2.6,600,"Chinese, Maharashtrian, North Indian, Fast Food, South Indian",0,1,0,0,1
15134,1,5304,Pimpri,Quick Bites,169,3.8,150,Street Food,0,1,0,0,0
16302,1,11672,Kothrud,"Takeaway, Delivery",0,0.0,0,"North Indian, Biryani",0,0,0,0,0
17316,1,3898,Hinjawadi,Quick Bites,0,0.0,300,"North Indian, Chinese",0,0,0,0,0
8657,1,750,Kalyani Nagar,"Bar, Casual Dining",1089,4.0,1100,"American, Asian, Continental",0,0,0,0,0
4206,1,1717,Wakad,Quick Bites,0,0.0,300,Chinese,0,0,0,0,0
8709,1,8636,Kharadi,Casual Dining,0,0.0,500,"North Indian, Chinese, South Indian, Continental",0,0,0,0,0
15144,1,6061,Pimpri,Casual Dining,7,3.1,800,"Chinese, North Indian, Seafood, Maharashtrian",0,0,0,0,0
7004,1,5060,Chinchwad,Quick Bites,5,3.1,700,North Indian,0,0,0,0,0
7765,2,7938,Katraj,Quick Bites,11,3.2,600,"North Indian, Chinese, Kebab",0,0,0,0,0
1271,2,30,Hinjawadi,"Pub, Casual Dining",1941,4.0,2000,"North Indian, Italian, Chinese",0,0,0,0,0
6502,2,10123,JM Road,"Dessert Parlor, Beverage Shop",0,0.0,250,"Ice Cream, Beverages",0,1,0,0,0
17695,2,3861,Wakad,Quick Bites,79,3.5,250,"Street Food, Chinese, Odia",0,0,0,0,0
2739,2,10533,Pimpri Chinchwad Area,Delivery,0,0.0,0,Biryani,0,0,0,0,0
8218,2,2692,Kharadi,Casual Dining,301,3.6,800,"Biryani, Chinese, Maharashtrian, North Indian",0,0,0,0,0
3583,2,10662,Sinhgad Road,"Takeaway, Delivery",0,0.0,0,"Pizza, Fast Food",0,0,0,0,0
8188,2,3144,Chinchwad,Casual Dining,35,3.7,500,"North Indian, South Indian, Chinese",0,1,0,0,0
611,2,433,Baner,Casual Dining,614,4.2,1000,Asian,0,0,0,0,0
16633,2,150,Katraj,Casual Dining,671,4.5,1200,Maharashtrian,0,0,0,0,0
13290,2,7060,Bavdhan,Bakery,0,0.0,300,Bakery,0,0,0,0,0
13858,2,226,Wakad,"Casual Dining, Bar",224,4.0,700,"Chinese, Continental, North Indian",0,0,0,0,0
1225,2,9593,Dange Chowk,Casual Dining,208,3.4,650,"North Indian, Mughlai, Chinese, Seafood",0,0,0,0,0
19572,2,5404,Bavdhan,Quick Bites,472,3.6,500,"North Indian, Street Food, Chinese, Fast Food",0,1,0,0,0
7238,2,8270,Chinchwad,"Takeaway, Delivery",7,3.2,0,Biryani,0,0,0,0,0
14395,2,3875,Pimpri,Casual Dining,39,3.6,800,"North Indian, Chinese, Seafood, Mughlai",0,0,0,0,0
14397,2,5157,Magarpatta,Quick Bites,173,3.5,350,"Street Food, Fast Food, North Indian, Beverages",0,0,0,0,0
3503,2,10088,Chandan Nagar,Quick Bites,0,0.0,500,"Biryani, Chinese, Maharashtrian",0,0,0,0,0
16543,2,1347,Hinjawadi,"Casual Dining, Bar",1046,3.7,1200,"North Indian, Chinese, Seafood",0,0,0,0,0
16405,2,9656,Karve Nagar,Dessert Parlor,0,0.0,200,"Ice Cream, Desserts",0,1,0,0,0
2791,2,227,Dange Chowk,Casual Dining,340,4.2,1700,"North Indian, Chinese, Continental, Seafood, Desserts",0,0,0,0,0
9880,2,9403,Aundh,Quick Bites,9,3.3,300,Italian,0,0,0,0,0
17116,2,11334,Wanowrie,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
5421,2,11967,Hadapsar,Casual Dining,170,3.5,700,"South Indian, North Indian, Mexican, Beverages",0,1,0,0,0
9275,2,5842,Sadashiv Peth,Quick Bites,0,0.0,200,Maharashtrian,0,1,0,0,0
13368,2,2322,Bhugaon,Casual Dining,34,3.6,800,"Chinese, Continental, North Indian, Italian, Desserts, Pizza",0,0,0,0,0
4329,2,8197,Wadgaon Sheri,Dhaba,0,0.0,650,"North Indian, Chinese, Malwani",0,0,0,0,0
8552,2,11493,Kharadi,"Takeaway, Delivery",0,0.0,0,"Street Food, Rolls, North Indian",0,0,0,0,0
13485,2,2728,Kondhwa,Delivery,44,3.3,0,"Kerala, South Indian",0,0,0,0,0
16375,2,7529,Shivapur,Quick Bites,0,0.0,500,"Chinese, Mughlai, North Indian",0,1,0,0,0
18320,2,6648,Katraj,Casual Dining,0,0.0,650,"North Indian, Chinese, Continental",0,0,0,0,0
3670,2,1572,Wagholi,Kiosk,0,0.0,300,"Rolls, Chinese, North Indian",0,0,0,0,0
8913,2,9125,Sinhgad Road,Casual Dining,19,3.0,700,"Maharashtrian, Chinese, Biryani",0,0,0,0,0
10139,2,11317,Shivaji Nagar,Food Court,5,2.9,350,Chinese,0,1,0,0,0
3651,2,8119,Pimple Nilakh,"Takeaway, Delivery",0,0.0,0,"Biryani, North Indian, Mughlai",0,0,0,0,0
14350,2,11606,Kothrud,"Takeaway, Delivery",0,0.0,0,"South Indian, Street Food",0,0,0,0,0
6916,2,9478,Wadgaon Sheri,"Takeaway, Delivery",0,0.0,0,Fast Food,0,0,0,0,0
17269,2,11180,Dehu Road,Quick Bites,0,0.0,450,"North Indian, Maharashtrian",0,0,0,0,0
19574,2,10244,Hadapsar,"Takeaway, Delivery",0,0.0,0,"Chinese, Pizza, Fast Food",0,0,0,0,0
5287,2,7677,Shaniwar Peth,Beverage Shop,5,3.1,100,Beverages,0,1,0,0,0
6575,2,8759,Viman Nagar,Quick Bites,18,3.4,400,North Indian,0,0,0,0,0
8250,2,9570,Wanowrie Kondhwa Area,"Takeaway, Delivery",0,0.0,0,"Kebab, Burger, Desserts",0,0,0,0,0
11054,2,9025,Satara Road,Casual Dining,45,3.4,550,"Maharashtrian, North Indian, Continental",0,1,0,0,0
10531,2,6923,Hadapsar,Quick Bites,0,0.0,250,Biryani,0,0,0,0,0
1386,2,4284,Shivaji Nagar,Casual Dining,224,4.0,2100,North Indian,0,0,0,0,1
3616,2,2790,Hadapsar,Quick Bites,19,3.6,300,Fast Food,0,0,0,0,0
9277,2,12037,Sinhgad Road,Quick Bites,44,2.7,250,"Chinese, Momos",0,0,0,0,0
7200,2,383,Kharadi,"Fine Dining, Bar",409,4.5,2200,"Mughlai, North Indian",0,0,0,0,0
19704,2,1770,Kalyani Nagar,Dessert Parlor,39,3.9,350,Desserts,0,0,0,0,0
13233,2,3803,Nigdi,Café,120,3.7,300,Cafe,0,0,0,0,0
8944,2,3595,Mulshi Road,Casual Dining,189,2.3,600,"North Indian, Chinese",0,0,0,0,0
5377,2,6328,Karve Nagar,Casual Dining,0,0.0,500,"Chinese, North Indian, Maharashtrian",0,0,0,0,0
10315,2,8240,Balewadi,Quick Bites,5,3.0,300,"North Indian, Fast Food",0,1,0,0,0
9898,2,8073,Kothrud,Bakery,0,0.0,400,"Desserts, Bakery",0,0,0,0,0
17020,2,4454,Baner,"Casual Dining, Bar",178,3.8,1300,"North Indian, Asian, Continental, Mughlai, Biryani",0,0,0,0,0
13210,2,416,Erandwane,Casual Dining,310,4.2,1500,"Mediterranean, Continental",0,0,0,0,0
7999,2,3577,Sinhgad Road,Casual Dining,144,3.1,600,"North Indian, South Indian, Chinese",0,1,0,0,0
5923,2,1847,Wanowrie Kondhwa Area,Delivery,28,3.7,0,Salad,0,1,0,0,0
12812,2,7374,Hadapsar,Quick Bites,0,0.0,100,"Tea, Street Food",0,1,0,0,0
2973,2,10796,KP and Kalyani,Food Truck,0,0.0,450,"Fast Food, Seafood",0,0,0,0,0
11842,2,4913,Kothrud,Quick Bites,4,3.1,400,"Fast Food, Ice Cream, Beverages",0,0,0,0,0
6020,2,10318,Chakan,Quick Bites,0,0.0,200,Gujarati,0,1,0,0,0
6041,2,10514,Hinjawadi,Quick Bites,0,0.0,200,"North Indian, Street Food",0,0,0,0,0
889,2,9528,Karve Nagar,Quick Bites,0,0.0,450,"Maharashtrian, Malwani",0,1,0,0,0
7931,2,9494,Kothrud,Delivery,0,0.0,0,Chinese,0,0,0,0,0
18128,2,5318,Chandan Nagar,Casual Dining,22,2.7,500,"Chinese, North Indian, South Indian",0,1,0,0,0
862,2,5877,Sadashiv Peth,Quick Bites,19,3.9,150,Street Food,0,1,0,0,0
15954,2,9170,Dhankawadi,Quick Bites,30,2.3,400,Chinese,0,0,0,0,0
6139,2,8901,Balewadi,Casual Dining,42,3.5,400,Lebanese,0,0,0,0,0
9966,2,11759,Hinjawadi,Quick Bites,5,2.8,300,"South Indian, Chinese, North Indian, Street Food",0,0,0,0,0
12864,2,6974,Kothrud,Quick Bites,0,0.0,250,"Fast Food, Beverages, Desserts",0,0,0,0,0
7886,2,321,Kothrud,Quick Bites,127,3.9,400,"North Indian, Chinese, Biryani",0,0,0,0,0
12911,2,4276,Khadakwasla,Casual Dining,12,3.3,1000,"Chinese, Maharashtrian",0,0,0,0,0
16450,2,4904,Dhankawadi,Quick Bites,0,0.0,150,Street Food,0,0,0,0,0
12905,2,5134,Bhosari,Dhaba,0,0.0,550,"North Indian, Chinese, Malwani",0,0,0,0,0
16841,2,11150,Kharadi,Quick Bites,0,0.0,500,North Indian,0,0,0,0,0
18635,2,11686,Pimple Saudagar,Casual Dining,292,3.4,900,"North Indian, Kebab, Biryani",0,0,0,0,0
12898,2,8142,Wakad,Quick Bites,0,0.0,500,"North Indian, Chinese, Continental, Beverages, South Indian",0,0,0,0,0
10248,2,5639,Pimple Saudagar,"Takeaway, Delivery",8,3.2,0,"North Indian, Chinese, Fast Food",0,0,0,0,0
19074,2,1900,Nigdi,Quick Bites,162,4.0,200,South Indian,0,0,0,0,0
10914,2,6002,Karve Nagar,Bhojanalya,116,3.8,300,North Indian,0,0,0,0,0
15226,2,5245,Rasta Peth,Quick Bites,27,3.4,400,"Maharashtrian, North Indian, Biryani",0,0,0,0,0
757,2,10432,Wanowrie Kondhwa Area,Delivery,105,3.6,0,"BBQ, Kebab, Mughlai",0,0,0,0,0
3051,2,5509,Pimple Saudagar,Casual Dining,12,3.1,500,"Fast Food, Chinese, North Indian, Mughlai, Beverages",0,0,0,0,0
7582,2,3161,Vishrantwadi,Quick Bites,0,0.0,300,"Rolls, Chinese, North Indian",0,0,0,0,0
4299,2,6187,Satara Road,Quick Bites,9,3.2,400,Fast Food,0,0,0,0,0
10447,2,6108,Narhe,Quick Bites,0,0.0,300,North Indian,0,1,0,0,0
14477,2,5796,Kharadi,Quick Bites,0,0.0,400,"North Indian, Chinese",0,0,0,0,0
8293,2,5191,Pimple Gurav,Quick Bites,7,3.2,300,Maharashtrian,0,0,0,0,0
71,2,11982,Salunkhe Vihar Road,Quick Bites,226,3.1,500,"Chinese, North Indian, Mughlai, Kebab",0,0,0,0,0
17246,2,8786,Wanowrie Kondhwa Area,Delivery,4,3.0,0,Fast Food,0,0,0,0,0
11084,2,8153,Karve Nagar,Quick Bites,0,0.0,250,Chinese,0,0,0,0,0
9933,2,519,Bibvewadi,Casual Dining,193,3.8,500,"North Indian, Maharashtrian",0,0,0,0,0
5749,2,2531,Karve Nagar,Quick Bites,5,3.0,300,Chinese,0,0,0,0,0
16869,2,1762,Shivaji Nagar,Delivery,7,3.4,0,"Continental, Italian, Chinese",0,0,0,0,0
12260,2,3513,Hinjawadi,Café,4,3.1,500,"Cafe, Fast Food, Beverages, Desserts, Chinese",0,0,0,0,0
3397,2,2618,Magarpatta,Quick Bites,12,3.4,150,Bihari,0,1,0,0,0
3394,2,9590,Katraj,Quick Bites,49,3.3,300,"Biryani, North Indian",0,0,0,0,0
3372,2,4455,Nigdi,Casual Dining,56,3.8,950,"North Indian, South Indian, Chinese, Fast Food, Mughlai",0,0,0,0,1
17451,2,4774,Chinchwad,Casual Dining,53,3.7,280,Maharashtrian,0,1,0,0,0
6418,2,9882,Wagholi,Quick Bites,0,0.0,350,"Chinese, Fast Food",0,0,0,0,0
4267,2,6833,Kothrud,"Takeaway, Delivery",0,0.0,0,Chinese,0,0,0,0,0
3351,2,5750,Dhankawadi,Quick Bites,7,3.0,300,"North Indian, Chinese, Biryani",0,0,0,0,0
6941,2,1624,Kharadi,"Casual Dining, Bar",231,3.9,1500,"Continental, Salad, Mexican, North Indian, Burger",0,0,0,0,0
13117,2,3432,Kondhwa,Casual Dining,29,3.5,700,"Chinese, North Indian",0,0,0,0,0
1028,2,8522,Shivaji Nagar,Quick Bites,10,3.0,250,"Fast Food, Beverages",0,0,0,0,0
2902,2,9096,Old Mumbai-Pune Highway,Dhaba,12,3.3,400,"North Indian, Chinese",0,0,0,0,0
1022,2,7137,Kothrud,Bakery,0,0.0,300,"Bakery, Desserts",0,1,0,0,0
4289,2,9450,Viman Nagar,Delivery,56,3.6,0,"North Indian, Chinese",0,0,0,0,0
1016,2,8208,Kothrud,Quick Bites,23,3.4,150,Fast Food,0,0,0,0,0
2920,2,7150,Kharadi,Delivery,0,0.0,0,"Bengali, Mughlai, Biryani",0,0,0,0,0
1004,2,10938,Sinhgad Road,Quick Bites,4,3.0,400,"Chinese, North Indian",0,0,0,0,0
19304,2,9768,Dange Chowk,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
8012,2,10274,Kharadi,"Takeaway, Delivery",0,0.0,0,Rolls,0,0,0,0,0
10618,2,7929,Viman Nagar,Quick Bites,0,0.0,200,Fast Food,0,0,0,0,0
2818,2,5359,Mulshi Road,Casual Dining,20,3.3,700,"North Indian, Chinese, Mughlai",0,0,0,0,0
6438,2,8025,Lonavala,Delivery,0,0.0,0,"South Indian, North Indian",0,0,0,0,0
12301,2,4951,Yerawada,Quick Bites,8,2.9,550,"Maharashtrian, North Indian",0,0,0,0,0
3866,2,10349,Yerawada,Quick Bites,6,2.9,250,"North Indian, Mughlai",0,0,0,0,0
1751,2,315,NIBM Road,"Casual Dining, Bar",389,4.3,1500,"Continental, Asian, North Indian",0,0,0,0,0
2480,2,6318,Pune-Solapur Road,Casual Dining,14,2.9,500,"North Indian, Chinese, Maharashtrian",0,0,0,0,0
2254,2,3288,Shukrawar Peth,Quick Bites,67,3.7,500,"Biryani, Mughlai",0,0,0,0,0
12126,2,12080,Bavdhan,Delivery,0,0.0,0,"Street Food, Sandwich",0,0,0,0,0
8883,2,11108,Hadapsar,Quick Bites,4,3.0,150,"Street Food, Chinese",0,0,0,0,0
